Field,Subfields,Job roles,Programming Languages ,Tools,Skills,Educational Background
Data Science,Data Visualization,Reporting & Visualization Consultant,"SQL, Python, R, JavaScript","Tableau, Power BI, Looker, Qlik Sense, Excel","business requirements gathering, stakeholder management, dashboard & report design, data storytelling, presentation skills, project planning, training, critical thinking, adaptability","Bachelor's (Business Analytics, Information Systems, Data Science)"
Data Science,Data Visualization,Real-time Data Visuals Engineer,"JavaScript, Python, Go, SQL","Grafana, Kibana, WebSockets, D3.js, Apache Kafka","streaming data integration, low-latency rendering, WebSocket implementation, performance optimization, real-time dashboards, scalable architecture, monitoring, problem solving, teamwork","Bachelor's (Computer Science, Data Engineering, Information Systems) "
Data Science,DataOps,DataOps Engineer,"Python, SQL, Bash, Go","Airflow, Dagster, Prefect, Kubernetes, Docker, Jenkins, Great Expectations, Git","pipeline orchestration, CI/CD, monitoring & alerting, automation, version control, collaboration, observability, troubleshooting, agile methodologies","Bachelor's (Computer Science, Data Engineering, Information Systems)"
Data Science,DataOps,Data Pipeline Automation Engineer,"Python, SQL, Java, Bash","Apache Airflow, Luigi, Prefect, AWS Step Functions, Jenkins, Terraform, GitLab CI/CD","workflow scheduling, infrastructure as code, error handling, logging, scalability, version control, testing & validation, documentation, communication","Bachelor's (Computer Science, Data Engineering, Software Engineering)"
Data Science,DataOps,Data Platform Reliability Engineer,"Python, Go, SQL, Bash","Kubernetes, Prometheus, Grafana, Terraform, Docker, AWS CloudWatch, ELK Stack, PagerDuty","SRE principles, monitoring & alerting, incident response, capacity planning, chaos engineering, performance tuning, automation, SLIs/SLOs, collaboration","Bachelor's (Computer Science, Data Engineering, Systems Engineering)"
Data Science,DataOps,Data Quality Assurance Engineer,"Python, SQL, R, Java","Great Expectations, Deequ, Talend, Apache Griffin, dbt, Informatica, Jenkins, Git","data validation, test automation, profiling, anomaly detection, data lineage, root cause analysis, documentation, attention to detail, teamwork","Bachelor's (Information Systems, Data Science, Computer Science)"
Data Science,DataOps,Data Governance Specialist,"SQL, Python, R, Excel","Collibra, Alation, Apache Atlas, Informatica Axon, Microsoft Purview, Talend Data Catalog","data cataloging, metadata management, policy development, data lineage, compliance, stakeholder engagement, training, communication, attention to compliance","Bachelor's (Information Systems, Data Management, Business Analytics)"
Data Science,DataOps,CI/CD for Data Engineer,"Python, YAML, SQL, Bash","Jenkins, GitLab CI/CD, CircleCI, Azure DevOps, Docker, Kubernetes, Terraform, dbt","pipeline automation, version control, testing frameworks, deployment strategies, infrastructure as code, monitoring, rollback procedures, collaboration, documentation","Bachelor's (Computer Science, Software Engineering, Data Engineering)"
Data Science,DataOps,Metadata Management Engineer,"SQL, Python, Java, R","Collibra, Alation, Apache Atlas, Talend Data Catalog, Informatica EDC, AWS Glue Data Catalog","metadata modeling, ontology design, data lineage, API integration, data discovery, governance frameworks, documentation, stakeholder collaboration, attention to detail","Bachelor's (Information Systems, Data Management, Computer Science)"
Data Science,DataOps,Data Observability Engineer,"Python, SQL, Go, Bash","Monte Carlo, Databand, Bigeye, Great Expectations, Prometheus, Grafana, AWS CloudWatch","data lineage visualization, anomaly detection, SLA monitoring, alert configuration, root-cause analysis, instrumentation, dashboarding, collaboration, problem solving","Bachelor's (Computer Science, Data Engineering, Systems Engineering)"
Data Science,DataOps,Data Orchestration Specialist,"Python, SQL, Bash, Java","Apache Airflow, Prefect, Dagster, AWS Step Functions, Kubernetes, Argo Workflows, Jenkins","workflow design, dependency management, error handling, retry logic, scheduling strategies, scalability, logging, version control, communication","Bachelor's (Data Engineering, Computer Science, Information Systems)"
Data Science,DataOps,DataOps Architect,"Python, SQL, Go, YAML","Kubernetes, Terraform, Docker, Airflow, dbt, Jenkins, GitLab CI/CD, Great Expectations","architecture design, CI/CD pipeline design, infrastructure as code, governance policies, scalability planning, monitoring strategy, security best practices, cross-team alignment, documentation","Master's (Computer Science, Data Engineering, Information Systems)"
Data Science,DataOps,Data Monitoring & Alerting Engineer,"Python, SQL, Bash, Go","Prometheus, Grafana, PagerDuty, Datadog, ELK Stack, AWS CloudWatch, Splunk","metric collection, SLA/SLO definitions, alert thresholds, dashboard creation, incident response, log aggregation, anomaly detection, collaboration, troubleshooting","Bachelor's (Computer Science, Systems Engineering, Information Systems)"
Data Science,DataOps,Collaborative Data Workflow Engineer,"Python, SQL, R, Bash","dbt, GitHub Actions, Airflow, Prefect, Slack, Confluence, Jira","collaborative development, version control, CI/CD integration, documentation, workflow templating, role-based access, code reviews, continuous testing, communication","Bachelor's (Data Science, Information Systems, Computer Science"
Web Development,Frontend Development,Frontend Developer,"JavaScript,TypeScript,HTML,CSS","Git,npm,Webpack,Babel,React,Vue.js,VS Code,Chrome DevTools,Figma,Jest","Responsive design,UI/UX design,Accessibility,Cross-browser compatibility,Debugging,Performance optimization,CSS pre-processing,Component-based architecture,Communication,Collaboration","Bachelor's (Computer Science, Software Engineering, Web Development)"
Web Development,Frontend Development,UI Developer,"JavaScript,TypeScript,HTML,CSS","Git,npm,Webpack,Figma,Sketch,VS Code,Chrome DevTools,Jest,Storybook,Adobe XD","UI/UX design,Accessibility,Responsive design,Prototyping,Wireframing,Collaboration,Communication,Attention to detail,Problem-solving,User research","Bachelor's (Computer Science, UI/UX Design, Web Development)"
Web Development,Frontend Development,JavaScript Developer,"JavaScript,TypeScript,HTML,CSS","Git,npm,Webpack,Babel,ESLint,VS Code,Chrome DevTools,Node.js,Postman,Jest","Asynchronous programming,Event-driven architecture,Debugging,Performance optimization,API integration,Cross-browser compatibility,Problem-solving,Version control,Collaboration,Communication","Bachelor's (Computer Science, Software Engineering, Web Development)"
Web Development,Frontend Development,React.js Developer,"JavaScript,TypeScript,HTML,CSS","Git,npm,Webpack,Babel,VS Code,Chrome DevTools,ESLint,Prettier,Jest,Storybook","Component-based architecture,State management,Hooks,Performance optimization,Debugging,API integration,Testing,Responsive design,Communication,Collaboration","Bachelor's (Computer Science, Software Engineering, Web Development)"
Web Development,Frontend Development,Angular Developer,"TypeScript,JavaScript,HTML,CSS","Git,npm,Angular CLI,VS Code,Chrome DevTools,RxJS,ESLint,Jasmine,Protractor,Karma","Component-based architecture,Dependency injection,Reactive programming,Routing,Forms management,Testing,Performance optimization,Debugging,Collaboration,Communication","Bachelor's (Computer Science, Software Engineering, Web Development)"
Web Development,Frontend Development,Vue.js Developer,"JavaScript,TypeScript,HTML,CSS","Git,npm,Vue CLI,VS Code,Chrome DevTools,Vuex,Vue Router,ESLint,Jest,Cypress","Component-based architecture,Reactive data binding,State management,Routing,Composition API,Testing,Debugging,Performance optimization,Collaboration,Communication","Bachelor's (Computer Science, Software Engineering, Web Development)"
Web Development,Frontend Development,HTML/CSS Specialist,"HTML,CSS,JavaScript","Git,Sass,Less,PostCSS,VS Code,Chrome DevTools,Stylelint,Gulp,Grunt,Emmet","Responsive design,Accessibility,Semantic markup,CSS architecture (BEM),Cross-browser compatibility,Flexbox/Grid,Performance optimization,Debugging,Attention to detail,Collaboration","Bachelor's (Web Development, UI/UX Design, Computer Science)"
Web Development,Frontend Development,Web UI Engineer,"JavaScript,TypeScript,HTML,CSS","Git,npm,Webpack,Babel,VS Code,Chrome DevTools,Storybook,Jest,ESLint,Figma","Component-based architecture,UI/UX design,Responsive design,Accessibility,Performance optimization,Debugging,API integration,Collaboration,Communication","Bachelor's (Computer Science, UI/UX Design, Software Engineering)"
Web Development,Frontend Development,Mobile Web Interface Developer,"JavaScript,TypeScript,HTML,CSS","Git,npm,Webpack,Chrome DevTools,Figma,React Native CLI,Ionic CLI,VS Code,Postman,Jest","Responsive design,Touch optimization,Progressive Web Apps,Cross-platform compatibility,Performance optimization,Offline support,Debugging,UI/UX design,Accessibility,Communication","Bachelor's (Computer Science, Mobile Development, Web Development)"
Web Development,Frontend Development,Frontend Performance Engineer,"JavaScript,TypeScript,HTML,CSS","Lighthouse,Webpack,Chrome DevTools,Yarn,Vite,Rollup,PageSpeed Insights,New Relic,WebPageTest,PerfTools","Code splitting,Lazy loading,Caching strategies,Minification,Tree shaking,Profiling,Critical rendering path,Network optimization,Monitoring,Collaboration","Bachelor's (Computer Science, Software Engineering, Web Development)"
Web Development,Frontend Development,CSS/Animation Developer,"CSS,Sass,Less,JavaScript","GreenSock (GSAP),Framer Motion,Chrome DevTools,Figma,Adobe After Effects,Webpack,PostCSS,VS Code,Stylelint,Lottie","Keyframe animations,Transitions,Timing functions,SVG animations,Responsive design,Animation performance,CSS architecture (BEM),Prototyping,Creativity,Attention to detail","Bachelor's (UI/UX Design, Web Development, Computer Science)"
Web Development,Frontend Development,Frontend Accessibility Engineer,"HTML,CSS,JavaScript,ARIA","Axe,Wave,Chrome DevTools,Screen reader (NVDA/JAWS),Lighthouse,Deque tools,Storybook,VS Code,Accessibility Insights,Tenon","WCAG guidelines,Semantic HTML,Keyboard navigation,ARIA roles,Contrast testing,Assistive technologies,Accessibility auditing,User testing,Communication,Empathy","Bachelor's (Computer Science, Human-Computer Interaction, Web Development)"
Web Development,Backend Development,Backend Developer,"Java,Python,Go,Ruby,SQL","Git,Docker,Kubernetes,Jenkins,Postman,MySQL,PostgreSQL,Redis,Eclipse,Visual Studio Code","RESTful architecture,Database design,Scalability,Security,Concurrency,Testing,Debugging,CI/CD,Version control,Problem-solving","Bachelor's (Computer Science, Software Engineering)"
Web Development,Backend Development,API Developer,"JavaScript,Python,Java,Go,Ruby","Postman,Swagger,OpenAPI,Docker,Kong,Insomnia,GitHub,GitLab,VS Code,New Relic","RESTful design,Authentication/Authorization,Rate limiting,Versioning,Documentation,Error handling,Testing,Monitoring,Security,Collaboration","Bachelor's (Computer Science, Software Engineering)"
Web Development,Backend Development,Node.js Backend Engineer,"JavaScript,TypeScript,SQL,NoSQL","Node.js,NPM,Yarn,Express,Koa,Docker,MongoDB,Redis,PM2,VS Code","Event-driven architecture,Asynchronous programming,API development,Microservices,Error handling,Testing,Performance tuning,Logging,Security,Collaboration","Bachelor's (Computer Science, Software Engineering)"
Web Development,Backend Development,Python/Django Backend Developer,"Python,SQL,JavaScript","Django,Gunicorn,Celery,PostgreSQL,SQLite,Docker,Redis,PyTest,VS Code,Pipenv","MVC architecture,ORM,Authentication,REST framework,Migrations,Unit testing,Security,Caching,Debugging,Collaboration","Bachelor's (Computer Science, Software Engineering)"
Web Development,Backend Development,Java Spring Developer,"Java,Kotlin,SQL","Spring Boot,Spring MVC,Spring Data,Jenkins,Maven,Gradle,PostgreSQL,MySQL,Docker,IntelliJ IDEA","Dependency injection,ORM,Microservices,REST APIs,Security,Transaction management,Testing,Configuration,Performance tuning,Collaboration","Bachelor's (Computer Science, Software Engineering)"
Web Development,Backend Development,PHP Backend Developer,"PHP,SQL,JavaScript","Laravel,Symfony,Composer,MySQL,PostgreSQL,Redis,Docker,Xdebug,PHUnit,VS Code","MVC architecture,ORM,Routing,Authentication,Error handling,Security,Testing,Caching,Dependency management,Collaboration","Bachelor's (Computer Science, Software Engineering)"
Web Development,Backend Development,Ruby on Rails Developer,"Ruby,SQL,JavaScript","Rails,RSpec,Capistrano,PostgreSQL,MySQL,Redis,Docker,Bundler,VS Code,Puma","MVC architecture,ActiveRecord,RESTful routes,Authentication,Background jobs,Testing,Migrations,Security,Caching,Collaboration","Bachelor's (Computer Science, Software Engineering)"
Web Development,Backend Development,RESTful Services Engineer,"Java,Python,Go,Ruby,JavaScript","Postman,Swagger/OpenAPI,Docker,Kong,Insomnia,Git,VS Code,New Relic,API Gateway,Helm","API design,Versioning,Authentication/Authorization,Error handling,Documentation,Testing,Monitoring,Rate limiting,Security,Collaboration","Bachelor's (Computer Science, Software Engineering)"
Web Development,Backend Development,Microservices Backend Engineer,"Java,Go,Python,JavaScript,Rust","Docker,Kubernetes,Istio,Spring Boot,Express,gRPC,Kafka,Prometheus,Helm,GitLab CI/CD","Service decomposition,Event-driven architecture,Circuit breaker,Service discovery,Scalability,Resilience,Containerization,CI/CD,Monitoring,Collaboration","Bachelor's (Computer Science, Software Engineering, Cloud Computing)"
Web Development,Backend Development,Backend Systems Architect,"Java,Python,Go,Rust,SQL","AWS,GCP,Azure,Kubernetes,Docker,Terraform,Prometheus,Jenkins,ERD tools,Git","System design,Scalability,High availability,Load balancing,Security,Microservices,Distributed systems,Caching strategies,Messaging patterns,Team leadership","Master's (Software Engineering, Systems Architecture)"
Web Development,Backend Development,Database-Driven Web Developer,"SQL,Python,PHP,Ruby,JavaScript","MySQL,PostgreSQL,MongoDB,Redis,Sequelize/ORM,Docker,pgAdmin,MongoDB Compass,Redis Insight,VS Code","Database modeling,ORM,Query optimization,ACID transactions,Schema design,Indexing,Backup & recovery,Security,Data migration,Collaboration","Bachelor's (Computer Science, Information Systems)"
Web Development,Backend Development,Cloud-Native Backend Engineer,"Go,Java,Python,JavaScript,TypeScript","Docker,Kubernetes,Helm,Terraform,Istio,AWS Lambda,GCP Cloud Run,Azure Functions,Prometheus,GitOps","Cloud architecture,Serverless computing,Container orchestration,Infrastructure as code,Scalability,Observability,CI/CD,Security,Cost optimization,Collaboration","Bachelor's (Computer Science, Cloud Engineering)"
Web Development,Full?Stack Development,Full?Stack Developer,"JavaScript,Python,Java,SQL,NoSQL","Git,Docker,Kubernetes,Webpack,Babel,Postman,VS Code,CI/CD pipelines,Azure/AWS/GCP,Jenkins","RESTful APIs,MVC/MVVM architectures,Responsive design,Database design,Authentication/Authorization,DevOps practices,Testing (unit/integration),Performance optimization,Problem-solving,Collaboration","Bachelor's (Computer Science, Software Engineering)"
Web Development,Full?Stack Development,MERN Stack Developer,"JavaScript,TypeScript,HTML,CSS,NoSQL","MongoDB,Express.js,React,Node.js,Git,Webpack,Babel,VS Code,Postman,Jest","RESTful APIs,Component-based architecture,State management,Asynchronous programming,Authentication,CRUD operations,Database modeling,Routing,Testing,Collaboration","Bachelor's (Computer Science, Software Engineering)"
Web Development,Full?Stack Development,MEAN Stack Developer,"JavaScript,TypeScript,HTML,CSS,NoSQL","MongoDB,Express.js,Angular,Node.js,Git,Angular CLI,Webpack,VS Code,Postman,Karma","Component-based architecture,Dependency injection,Routing,Forms management,RESTful APIs,Authentication,CRUD operations,Database modeling,Testing,Collaboration","Bachelor's (Computer Science, Software Engineering)"
Web Development,Full?Stack Development,LAMP Stack Developer,"PHP,MySQL,HTML,CSS,JavaScript","Linux,Apache,MySQL,PHP,Git,Composer,phpMyAdmin,VS Code,Docker,Xdebug","MVC architecture,Server configuration,Database design,RESTful APIs,Authentication,Session management,Security (XSS/SQLi),Caching,Debugging,Collaboration","Bachelor's (Computer Science, Software Engineering)"
Web Development,Full?Stack Development,Full?Stack JavaScript Engineer,"JavaScript,TypeScript,HTML,CSS,NoSQL","Node.js,Express.js,React/Vue/Angular,Git,Webpack,Babel,VS Code,Postman,Docker,Jest","RESTful APIs,Component-based architecture,Asynchronous programming,State management,Authentication,Database design,Testing,Performance optimization,DevOps basics,Collaboration","Bachelor's (Computer Science, Software Engineering)"
Web Development,Full?Stack Development,Python Full?Stack Developer,"Python,JavaScript,HTML,CSS,SQL","Django/Flask,React/Vue,Git,Docker,PostgreSQL,Redis,Webpack,VS Code,Postman,PyTest","MVC architecture,RESTful APIs,ORM,Authentication,Template engines,Database design,Asynchronous tasks,Testing,Deployment (WSGI/ASGI),Collaboration","Bachelor's (Computer Science, Software Engineering)"
Web Development,Full?Stack Development,Web Application Developer,"JavaScript,Python,Java,SQL,HTML","Git,Docker,Webpack,Babel,Postman,VS Code,AWS Elastic Beanstalk,Heroku,Jenkins,Jest","MVC/MVVM,RESTful APIs,Responsive design,Database integration,Authentication,Testing,Debugging,Performance tuning,Collaboration,Problem-solving","Bachelor's (Computer Science, Information Systems)"
Web Development,Full?Stack Development,Full?Stack Cloud Engineer,"JavaScript,Python,Go,SQL,TypeScript","AWS Lambda,AWS EC2,Kubernetes,Docker,Terraform,Serverless Framework,Git,CI/CD pipelines,Helm,Prometheus","Cloud architecture,Serverless design,Infrastructure as Code,Container orchestration,Scalability,Security,Monitoring,CI/CD,Automation,Collaboration","Bachelor's (Computer Science, Cloud Computing)"
Web Development,Full?Stack Development,End-to-End Web Engineer,"JavaScript,TypeScript,Python,SQL,NoSQL","Node.js/Django,React/Vue,GraphQL,Git,Docker,CI/CD pipelines,Postman,VS Code,Webpack,Jest","API design,UI/UX integration,Database modeling,Security,Testing (unit/integration/e2e),Deployment automation,Monitoring,Performance optimization,Debugging,Collaboration","Bachelor's (Computer Science, Software Engineering)"
Web Development,Full?Stack Development,Full?Stack DevOps Developer,"JavaScript,Python,Go,SQL,TypeScript","Docker,Kubernetes,Jenkins,Terraform,GitLab CI/CD,Ansible,Prometheus,ELK Stack,Helm,AWS CloudFormation","CI/CD pipelines,Infrastructure as Code,Containerization,Monitoring,Logging,Automated testing,Security,Configuration management,Scalability,Collaboration","Bachelor's (Computer Science, DevOps Engineering)"
Web Development,Progressive Web Apps (PWA),PWA Developer,"JavaScript, TypeScript, HTML, CSS","Workbox, Lighthouse, Chrome DevTools, webpack, Rollup, npm, Yarn, Git","Service worker lifecycle, manifest configuration, responsive design, offline caching, push notifications, performance optimization, accessibility, cross-browser compatibility","Bachelor's (Computer Science, Web Development, Software Engineering)"
Mobile Development,iOS Development,iOS Developer,"Swift,Objective-C,C,Python","Xcode,CocoaPods,Swift Package Manager,Instruments,Simulator,TestFlight,Git,Fastlane,Crashlytics","iOS SDK,UIKit,SwiftUI,Auto Layout,MVC/MVVM,RESTful APIs,Core Data,Concurrency,Debugging,App Store Deployment","Bachelor's (Computer Science, Software Engineering)"
Mobile Development,Android Development,Android Developer,"Java,Kotlin,XML,C++,Python","Android Studio,Gradle,ADB,Emulator,Firebase,Retrofit,Git,Jenkins,Android Profiler,LeakCanary","Android SDK,Material Design,UI Layouts,API Integration,SQLite,MVVM,Coroutines,Unit Testing,Debugging,Performance Optimization","Bachelor's (Computer Science, Software Engineering)"
Mobile Development,"Cross?Platform (React Native, Flutter, etc.)",Cross?Platform Mobile Developer,"JavaScript,TypeScript,Dart,C#,HTML,CSS","React Native CLI,Flutter SDK,Expo,Ionic CLI,Android Studio,Xcode,Visual Studio,VS Code","MVVM/Clean Architecture,Native Module Integration,State Management,API Integration,Debugging,Performance Optimization,CI/CD,Collaboration,Responsive Design","Bachelor's (Computer Science, Software Engineering)"
Mobile Development,"Cross?Platform (React Native, Flutter, etc.)",React Native Developer,"JavaScript,TypeScript","React Native CLI,Expo,Redux,Metro Bundler,Xcode,Android Studio,Jest,Detox","JSX/Component Architecture,State Management,Native Bridge,Debugging,Performance Tuning,Hot Reload,Testing,Git,UI Design","Bachelor's (Computer Science, Software Engineering)"
Mobile Development,"Cross?Platform (React Native, Flutter, etc.)",Flutter Developer,Dart,"Flutter SDK,Flutter CLI,Android Studio,Xcode,VS Code,Pub DevTools,Flutter Inspector","Widget Tree Architecture,State Management (Bloc/Provider),Hot Reload,Animations,Platform Channels,Responsive UI,Performance Profiling,Testing,Debugging","Bachelor's (Computer Science, Software Engineering)"
Cloud Computing,IaaS (Infrastructure as a Service),IaaS Cloud Engineer,"Python, Go, Java, Bash, PowerShell","Terraform, Ansible, AWS CLI, Azure Portal, Kubernetes, Docker, Jenkins, Git, CloudFormation, Prometheus","Cloud architecture, Infrastructure as Code, CI/CD, Networking fundamentals, Security best practices, Troubleshooting, Automation, Scalability, Monitoring, Communication","Bachelor's (Computer Science, Information Technology)"
Cloud Computing,Cloud Architecture & Design,Cloud Solutions Architect,"Python, Java, Go, JavaScript, C#, Ruby, Bash, PowerShell","AWS, Azure, GCP, Terraform, Kubernetes, Docker, Ansible, CloudFormation, Jenkins, VMware","Cloud architecture design, Cloud migration, Security best practices, Networking, Cost optimization, Automation, DevOps, Microservices, Containerization, Communication ","Master's (Cloud Computing, Software Engineering)"
DevOps & SRE,Continuous Integration / Continuous Delivery (CI/CD),CI/CD Pipeline Engineer,"Python, Bash, Groovy, YAML, JavaScript","Jenkins, GitLab CI/CD, CircleCI, Travis CI, Azure DevOps, GitHub Actions, Terraform, Ansible, Docker, Kubernetes","Pipeline design, Scripting, Automation, Testing frameworks, Version control, Containerization, Monitoring, Troubleshooting, Collaboration, Documentation","Bachelor's (Computer Science, Software Engineering)"
DevOps & SRE,Site Reliability Engineering (SRE),Site Reliability Engineer (SRE),"Go, Python, Java, Bash, Ruby","Kubernetes, Prometheus, Grafana, Terraform, Ansible, Jenkins, Docker, Vault, ELK Stack","Service-level objectives (SLOs), Error budgeting, Incident response, Capacity planning, Chaos engineering, Automation, CI/CD, Monitoring, Reliability testing, Collaboration","Bachelor's (Computer Science, Software Engineering)"
DevOps & SRE,DevSecOps,DevSecOps Engineer,"Python,Go,Bash,Ruby,Java,JavaScript,PowerShell,C#,Perl,Rust","Docker,Kubernetes,Terraform,Ansible,Jenkins,Git,Vault,SonarQube,Splunk,AWS Security Hub","CI/CD pipeline design,Cloud security,Threat modeling,Vulnerability assessment,Infrastructure as Code,Automation,Compliance auditing,Incident response,Network security,Collaboration","Bachelor's (Computer Science, Cybersecurity)"
Cybersecurity,Network Security,Network Security Engineer,"Python, Bash, PowerShell, Go, C","Cisco ASA, Palo Alto, Fortinet, Snort, Wireshark, pfSense, Juniper SRX, Nessus, Splunk, OpenVPN","Firewall management, Intrusion detection, VPN configuration, Network segmentation, Access control, Threat analysis, Incident response, Logging & monitoring, Automation, Collaboration","Bachelor's (Computer Science, Cybersecurity)"
Cybersecurity,Application Security,Application Security Engineer,"Java,Python,JavaScript,C#,Go,Ruby,Bash,TypeScript,PHP,Scala","OWASP ZAP,Burp Suite,Snyk,Checkmarx,Fortify,Veracode,GitHub Actions,Jenkins,GitLab CI,Trivy","Secure coding practices,Threat modeling,API security,Authentication & Authorization,Risk assessment,Code review,Encryption,CI/CD integration,DevSecOps collaboration,Documentation","Bachelor's (Computer Science, Cybersecurity)"
Cybersecurity,Security Operations Center (SOC),"SOC Analyst (Level 1, 2, 3)","Python, PowerShell, Bash, SQL, JavaScript","Splunk, ELK Stack, IBM QRadar, ArcSight, Microsoft Sentinel, AlienVault USM","Incident Triage, Alert Investigation, Log Analysis, Threat Hunting, Report Writing, Ticketing System Usage, SOP Adherence, Time Management, Communication","Bachelor's (Computer Science, Cybersecurity)"
Cybersecurity,Penetration Testing / Red Teaming,Penetration Tester (Pentester),"Python, Bash, PowerShell, Ruby, JavaScript, Go, C, C++, SQL","Nmap, Metasploit, Burp Suite, Wireshark, John the Ripper, Nessus, SQLmap, Hydra, OpenVAS","Vulnerability assessment, exploitation techniques, network scanning, social engineering, report writing, risk analysis, incident response, password cracking, scripting, communication","Bachelor's (Computer Science, Cybersecurity)"
Blockchain & Web3,Smart Contract Development,Smart Contract Developer,"Solidity, Vyper, JavaScript, TypeScript, Rust, Go","Remix IDE, Hardhat, Truffle, Ganache, Web3.js, Ethers.js, Foundry","EVM Architecture, Gas Optimization, Smart Contract Design Patterns, Testing & Debugging, Deployment, Version Control, Security Best Practices, Documentation","Bachelor's (Computer Science, Blockchain, Cybersecurity)"
Blockchain & Web3,Smart Contract Development,Solidity Engineer,"Solidity, Vyper, Yul, JavaScript, TypeScript","Hardhat, Truffle, Remix IDE, Solhint, Slither, Tenderly","Smart Contract Compilation, ABI Interaction, Gas Profiling, Code Optimization, Security Auditing, Inline Assembly, Testing Frameworks, Code Review","Bachelor's (Computer Science, Blockchain)"
Internet of Things (IoT), IoT Development & Sensors,IoT Firmware Developer,"C, C++, Python, Rust, Assembly","FreeRTOS, PlatformIO, Keil uVision, IAR Embedded Workbench, Git, JTAG Debugger, Oscilloscope, Logic Analyzer, MQTT Broker, Arduino IDE","RTOS Concepts, Low-Power Design, Sensor Integration, I2C, SPI, UART, Bluetooth LE, MQTT Protocols, Hardware Debugging, Problem Solving","Bachelor's (Computer Science, Electrical Engineering, IoT)"
Internet of Things (IoT), IoT Development & Sensors,Embedded Systems Engineer (IoT),"C, C++, Rust, Assembly, Python","Keil uVision, IAR Embedded Workbench, GCC Toolchain, JTAG Debugger, Oscilloscope, Logic Analyzer, FreeRTOS, Git, CANoe, Bus Pirate","RTOS Concepts, Peripheral Driver Development, Memory Management, Interrupt Handling, Signal Processing, Hardware Abstraction, Debugging, Documentation, Collaboration, Time Management","Bachelor's (Electrical Engineering, Computer Science, IoT)"
Embedded Systems, Firmware & RTOS Development,Firmware Engineer,"C, C++, Python, Assembly, Rust","FreeRTOS, Zephyr, Yocto, Buildroot, JTAG, IAR Embedded Workbench, GCC, OpenOCD, Git","Firmware architecture, memory management, hardware abstraction, version control, debugging, bootloader design, hardware interfacing, cross-compilation, documentation, teamwork","Bachelor's (Computer Science, Electrical Engineering)"
Game Development,3D Game Dev,3D Game Developer,"C++, C#, Python, GLSL, HLSL","Unreal Engine, Unity, Blender, Maya, Perforce, Git, PhysX, FMOD, Substance Painter","Game engine architecture, graphics pipeline, physics integration, asset pipeline, performance profiling, cross-platform deployment, debugging, teamwork, creative problem-solving, optimization","Bachelor's (Computer Science, Game Development, Engineering)"
Game Development,"Game Engine Development (Unity, Unreal)",Unity Developer,"C#, JavaScript, Python, ShaderLab, HLSL","Unity Editor, Unity UI Toolkit, Addressables, DOTS/ECS, Cinemachine, Post Processing Stack, ProBuilder, Git, Jira","Scene management, prefab workflows, asset bundling, DOTS/ECS architecture, UI implementation, animation controllers, scripting patterns, performance profiling, debugging, collaboration","Bachelor's (Computer Science, Game Development)"
Robotics,Robot Programming & Control,Robotics Software Engineer,"C++, Python","ROS, Gazebo, RViz, MoveIt!","robotic software architecture, middleware integration, motion planning, sensor integration, perception stack development, real-time control software, hardware abstraction layers, robot state estimation, multi-threaded programming, system-level debugging","Bachelor's (Robotics, Computer Science, Engineering)"
UI/UX & Product Design,Interaction Design,Interaction Designer,"HTML,CSS, JavaScript","Figma, Adobe XD, InVision, Sketch, Principle","wireframing, prototyping, user flows, usability testing, UI motion design, interaction patterns, user journey mapping, responsive design, behavior-driven design, cross-platform consistency","Bachelor's (Interaction Design, Graphic Design, Human-Computer Interaction)"
UI/UX & Product Design,Visual & Graphic Design,Visual Designer,"HTML, CSS, SVG","Figma, Adobe Photoshop, Adobe Illustrator, Sketch, InVision","visual storytelling, typography, color theory, brand consistency, UI aesthetics, design systems, user-centered design, wireframing, creativity, collaboration","Bachelor's (Graphic Design, Visual Arts, Design)"
UI/UX & Product Design,User Research & Testing,UX Researcher,"Python, SQL, R ","UserTesting, Dovetail, Optimal Workshop, Figma, Lookback","user interviews, usability testing, survey design, data analysis, user persona development, journey mapping, contextual inquiry, qualitative research, quantitative research, empathy building","Bachelor's (Human-Computer Interaction, Psychology, Design)"
Database & Storage,"Relational Database Administration (MySQL, PostgreSQL)",MySQL Database Administrator,"SQL, Python, Bash, Perl, PHP","MySQL, Percona Toolkit, MySQL Workbench, phpMyAdmin, Zabbix","replication setup, backup and restore operations, query optimization, user access control, high availability configuration, storage engine tuning (InnoDB/MyISAM), performance monitoring, disaster recovery planning, patch management, security hardening","Bachelor's (Computer Science, Information Technology)"
Database & Storage,"NoSQL Databases (MongoDB, Cassandra)",NoSQL Database Administrator,"Python, Java, Bash, JavaScript, Go","MongoDB, Cassandra, Couchbase, Redis, Elasticsearch","database provisioning, replication setup, backup and recovery strategies, cluster monitoring, sharding configuration, consistency tuning, access control management, security hardening, upgrade and patch management, disaster recovery planning","Bachelor's (Computer Science, Information Technology)"
Database & Storage,Data Warehousing & ETL,Data Warehouse Architect,"SQL, Python, Java, Scala, Bash","Snowflake, Amazon Redshift, Google BigQuery, Informatica, Talend","dimensional modeling, star and snowflake schema design, OLAP/OLTP systems, data warehousing best practices, scalability planning, data partitioning, indexing strategies, security and access control, data lineage, cloud migration strategies","Bachelor's (Computer Science, Information Systems)"
